,zmean,zmax,zmin,area,slope,lat,icecap
RGI60-08.01781,1625.052734375,1827.2955,1094.5125,7.976,"0    6.7
Name: Slope, dtype: object",60.518,0
RGI60-08.01782,1691.0899658203125,1849.4932,1358.5068,3.409,"0    3.9
Name: Slope, dtype: object",60.529,0
RGI60-08.01783,1647.7210693359375,1855.253,1314.8812,6.538,"0    5.6
Name: Slope, dtype: object",60.546,0
RGI60-08.01784,1464.2843017578125,1625.757,902.06744,0.179,"0    23.6
Name: Slope, dtype: object",69.431,0
RGI60-08.01785,941.371337890625,1400.7443,740.0555,0.162,"0    33.5
Name: Slope, dtype: object",69.41,0
RGI60-08.01786,1039.885009765625,1470.2689,789.50195,0.357,"0    25.8
Name: Slope, dtype: object",69.368,0
RGI60-08.01787,1049.9080810546875,1453.2213,668.4585,0.333,"0    40.1
Name: Slope, dtype: object",69.372,0
RGI60-08.01788,1003.942138671875,1287.9048,667.61017,0.357,"0    28
Name: Slope, dtype: object",69.409,0
RGI60-08.01789,1434.8779296875,1615.5697,1127.2573,0.28,"0    22.7
Name: Slope, dtype: object",69.432,0
RGI60-08.01790,1112.770751953125,1481.358,454.61438,0.474,"0    23.7
Name: Slope, dtype: object",69.377,0
RGI60-08.01791,881.05908203125,1129.0807,731.9386,0.059,"0    25.2
Name: Slope, dtype: object",69.401,0
RGI60-08.01792,1069.35986328125,1346.9749,827.1073,0.082,"0    42.3
Name: Slope, dtype: object",69.386,0
RGI60-08.01793,587.2157592773438,758.5255,489.65033,0.038,"0    16.3
Name: Slope, dtype: object",69.388,0
RGI60-08.01794,950.5361938476562,1148.1588,773.4776,0.141,"0    27.6
Name: Slope, dtype: object",69.358,0
RGI60-08.01795,1046.9761962890625,1512.985,660.9482,0.595,"0    28.9
Name: Slope, dtype: object",69.4,0
RGI60-08.01796,1134.289306640625,1470.5173,842.8184,0.266,"0    23.2
Name: Slope, dtype: object",69.362,0
RGI60-08.01797,1100.9056396484375,1323.4684,860.4232,0.094,"0    27.1
Name: Slope, dtype: object",69.378,0
RGI60-08.01798,1451.1025390625,1615.6466,1073.2935,0.284,"0    17.6
Name: Slope, dtype: object",69.429,0
RGI60-08.01799,896.482421875,1225.2295,623.30115,0.057,"0    32.3
Name: Slope, dtype: object",69.369,0
RGI60-08.01800,1123.9981689453125,1434.9497,850.1717,0.077,"0    37.6
Name: Slope, dtype: object",69.42,0
RGI60-08.01801,1183.53076171875,1625.5217,734.56964,0.844,"0    26.2
Name: Slope, dtype: object",69.43,0
RGI60-08.01802,983.7025146484375,1329.0912,760.75507,0.148,"0    27.1
Name: Slope, dtype: object",69.421,0
RGI60-08.01803,1023.0424194335938,1387.2441,659.47266,0.86,"0    22.6
Name: Slope, dtype: object",69.436,0
RGI60-08.01804,1074.244873046875,1338.4135,855.6744,0.029,"0    41.8
Name: Slope, dtype: object",69.41,0
RGI60-08.01805,895.03857421875,1068.9814,684.30664,0.077,"0    15.6
Name: Slope, dtype: object",69.4,0
RGI60-08.01806,1414.8154296875,1625.9253,987.229,0.276,"0    25.9
Name: Slope, dtype: object",69.43,0
RGI60-08.01807,1013.7108764648438,1513.3942,473.92508,0.44,"0    33.2
Name: Slope, dtype: object",69.408,0
RGI60-08.01808,1039.5755615234375,1310.6661,788.3367,0.25,"0    20.8
Name: Slope, dtype: object",69.427,0
RGI60-08.01809,989.5083618164062,1484.8595,526.1598,0.35,"0    33.3
Name: Slope, dtype: object",69.396,0
RGI60-08.01810,1294.427490234375,1527.1119,869.1672,0.528,"0    26.6
Name: Slope, dtype: object",69.403,0
RGI60-08.01811,1142.51953125,1514.6997,689.86816,0.242,"0    30.3
Name: Slope, dtype: object",69.427,0
RGI60-08.01812,1286.2174072265625,1557.5962,867.7894,0.482,"0    24.4
Name: Slope, dtype: object",69.364,0
RGI60-08.01813,1220.9078369140625,1557.7432,671.42645,0.462,"0    26.2
Name: Slope, dtype: object",69.366,0
RGI60-08.01814,1076.1300048828125,1527.2974,378.78494,1.239,"0    30.8
Name: Slope, dtype: object",69.419,0
RGI60-08.01815,1391.149658203125,1513.7241,1043.0498,0.396,"0    10.5
Name: Slope, dtype: object",69.38,0
RGI60-08.01816,1001.9133911132812,1533.7977,432.95367,5.143,"0    15.1
Name: Slope, dtype: object",69.395,0
RGI60-08.01817,1402.3339938749775,1519.0,1189.0,0.265,"0    16.9
Name: Slope, dtype: object",59.797,0
RGI60-08.01818,1460.41389599318,1562.0,1287.0,0.074,"0    21.8
Name: Slope, dtype: object",59.8,0
RGI60-08.01819,1483.612962962963,1587.0,1422.0,0.07,"0    10
Name: Slope, dtype: object",59.792,0
RGI60-08.01820,1428.2837732919254,1539.0,1338.0,0.074,"0    15.7
Name: Slope, dtype: object",59.767,0
RGI60-08.01821,1477.5398601398601,1566.0,1314.0,0.088,"0    17.1
Name: Slope, dtype: object",59.797,0
RGI60-08.01822,1414.5813333333333,1525.0,1295.0,0.053,"0    17.3
Name: Slope, dtype: object",59.776,0
RGI60-08.01823,1346.48046875,1496.4323,1124.0503,0.076,"0    28.6
Name: Slope, dtype: object",61.836,0
RGI60-08.01824,1366.8238525390625,1518.6671,1232.1226,0.044,"0    34.2
Name: Slope, dtype: object",61.835,0
RGI60-08.01825,1516.335205078125,1695.7904,1365.4402,0.013,"0    33.9
Name: Slope, dtype: object",62.173,0
RGI60-08.01826,1498.929931640625,1700.2596,1152.445,0.285,"0    22.2
Name: Slope, dtype: object",62.142,0
RGI60-08.01827,1539.2025146484375,1700.5782,1218.5837,0.337,"0    19.4
Name: Slope, dtype: object",62.134,0
RGI60-08.01828,1484.1650390625,1680.5734,1067.5226,0.551,"0    14.8
Name: Slope, dtype: object",62.129,0
RGI60-08.01829,1681.85595703125,1804.4683,1505.8206,0.042,"0    15.9
Name: Slope, dtype: object",62.178,0
RGI60-08.01830,1478.6505126953125,1821.5553,1090.1544,0.563,"0    28.8
Name: Slope, dtype: object",62.183,0
RGI60-08.01831,1545.3980712890625,1664.4838,1373.4281,0.034,"0    29.2
Name: Slope, dtype: object",62.179,0
RGI60-08.01832,1418.769775390625,1613.7388,1151.958,0.273,"0    23.9
Name: Slope, dtype: object",62.163,0
RGI60-08.01833,1469.9920654296875,1632.0854,1366.2401,0.02,"0    24.9
Name: Slope, dtype: object",62.193,0
RGI60-08.01834,1294.900390625,1485.067,1185.3986,0.053,"0    24.5
Name: Slope, dtype: object",62.138,0
RGI60-08.01835,1381.481201171875,1651.6967,1155.1188,0.228,"0    22.5
Name: Slope, dtype: object",62.153,0
RGI60-08.01836,1576.1126708984375,1750.179,1386.149,0.107,"0    17.9
Name: Slope, dtype: object",62.147,0
RGI60-08.01837,1533.429443359375,1700.6798,1282.9637,0.058,"0    40.7
Name: Slope, dtype: object",62.136,0
RGI60-08.01838,1410.2978515625,1554.8425,1233.5654,0.051,"0    28.1
Name: Slope, dtype: object",62.196,0
RGI60-08.01839,1512.308349609375,1840.0934,1210.3414,0.452,"0    25.2
Name: Slope, dtype: object",62.189,0
RGI60-08.01840,1555.003662109375,1781.3545,1313.7819,0.044,"0    37.6
Name: Slope, dtype: object",62.195,0
RGI60-08.01841,1485.084716796875,1685.153,1280.66,0.408,"0    22
Name: Slope, dtype: object",62.137,0
RGI60-08.01842,1538.5257568359375,1680.6837,1246.7605,0.299,"0    16
Name: Slope, dtype: object",62.127,0
RGI60-08.01843,1419.0723876953125,1758.8024,966.3119,0.318,"0    31.4
Name: Slope, dtype: object",62.178,0
RGI60-08.01844,1396.892822265625,1707.0233,1183.0957,0.176,"0    20.2
Name: Slope, dtype: object",62.208,0
RGI60-08.01845,1479.6722412109375,1602.2953,1339.1018,0.33,"0    11.9
Name: Slope, dtype: object",60.531,0
RGI60-08.01846,1328.4095458984375,1442.8766,1243.9404,0.056,"0    19.3
Name: Slope, dtype: object",60.646,0
RGI60-08.01847,983.4900512695312,1120.2863,864.3231,0.093,"0    20.2
Name: Slope, dtype: object",66.499,0
RGI60-08.01848,927.7318725585938,1117.1217,787.84454,0.121,"0    24.4
Name: Slope, dtype: object",66.379,0
RGI60-08.01849,1069.9981689453125,1198.1218,900.83514,0.098,"0    25.5
Name: Slope, dtype: object",66.39,0
RGI60-08.01850,1084.1148681640625,1258.6927,704.2601,0.842,"0    24.1
Name: Slope, dtype: object",66.46,0
RGI60-08.01851,1038.9136962890625,1287.1758,719.3214,1.708,"0    14.2
Name: Slope, dtype: object",66.444,0
RGI60-08.01852,1153.2738037109375,1218.0964,1086.713,0.071,"0    12.6
Name: Slope, dtype: object",66.468,0
RGI60-08.01853,978.89453125,1127.4327,796.7953,0.119,"0    18.1
Name: Slope, dtype: object",66.376,0
RGI60-08.01854,982.0838623046875,1148.4602,667.34265,0.328,"0    20.4
Name: Slope, dtype: object",66.383,0
RGI60-08.01855,1018.1632080078125,1273.2627,535.62427,1.737,"0    15.7
Name: Slope, dtype: object",66.431,0
RGI60-08.01856,1092.205078125,1218.0936,897.8648,0.172,"0    11.6
Name: Slope, dtype: object",66.466,0
RGI60-08.01857,1089.6153564453125,1287.5271,744.3842,1.722,"0    8.699999999999999
Name: Slope, dtype: object",66.431,0
RGI60-08.01858,1088.77734375,1185.5713,1030.0692,0.06,"0    10.3
Name: Slope, dtype: object",66.41,0
RGI60-08.01859,1117.7120361328125,1280.1133,895.43384,0.278,"0    17.8
Name: Slope, dtype: object",66.441,0
RGI60-08.01860,923.2870483398438,1016.9645,799.546,0.048,"0    13.4
Name: Slope, dtype: object",66.495,0
RGI60-08.01861,987.4478149414062,1198.093,687.81537,0.205,"0    31
Name: Slope, dtype: object",66.395,0
RGI60-08.01862,1018.2396850585938,1230.6425,750.6157,1.48,"0    10.8
Name: Slope, dtype: object",66.419,0
RGI60-08.01863,897.8643798828125,1178.2827,578.96344,0.257,"0    20.4
Name: Slope, dtype: object",66.389,0
RGI60-08.01864,1031.2601318359375,1230.79,539.026,0.387,"0    10.7
Name: Slope, dtype: object",66.41,0
RGI60-08.01865,1191.46826171875,1283.7131,1144.1194,0.111,"0    7.4
Name: Slope, dtype: object",68.603,0
RGI60-08.01866,1212.989501953125,1430.2148,892.3853,0.177,"0    26.3
Name: Slope, dtype: object",68.733,0
RGI60-08.01867,1086.150634765625,1204.9241,949.22766,0.109,"0    14.4
Name: Slope, dtype: object",68.582,0
RGI60-08.01868,1093.54931640625,1207.3956,873.54205,0.435,"0    20.3
Name: Slope, dtype: object",68.575,0
RGI60-08.01869,1184.5087890625,1235.9529,1124.4536,0.05,"0    10.1
Name: Slope, dtype: object",68.58,0
RGI60-08.01870,1189.861328125,1305.3671,942.1403,0.065,"0    27.8
Name: Slope, dtype: object",68.585,0
RGI60-08.01871,993.2322387695312,1082.6117,886.7691,0.155,"0    11
Name: Slope, dtype: object",68.678,0
RGI60-08.01872,1119.3916015625,1352.2462,557.1887,0.61,"0    20.3
Name: Slope, dtype: object",68.654,0
RGI60-08.01873,949.2838745117188,1380.2319,726.77954,0.108,"0    16.3
Name: Slope, dtype: object",68.713,0
RGI60-08.01874,1118.58203125,1397.2996,921.3299,0.122,"0    23.3
Name: Slope, dtype: object",68.677,0
RGI60-08.01875,1280.9281005859375,1352.616,1043.1283,0.127,"0    8.800000000000001
Name: Slope, dtype: object",68.657,0
RGI60-08.01876,1204.4652099609375,1438.4095,794.9766,0.275,"0    30.7
Name: Slope, dtype: object",68.675,0
RGI60-08.01877,1352.634033203125,1473.103,919.26904,0.108,"0    15.6
Name: Slope, dtype: object",68.728,0
RGI60-08.01878,1176.956787109375,1417.0405,995.75977,0.269,"0    13.6
Name: Slope, dtype: object",68.721,0
RGI60-08.01879,1271.1280517578125,1451.0393,1001.77264,0.326,"0    21.4
Name: Slope, dtype: object",68.68,0
RGI60-08.01880,1089.0089111328125,1231.2908,858.80634,0.065,"0    28.5
Name: Slope, dtype: object",68.603,0
RGI60-08.01881,854.0741577148438,1238.159,763.3449,0.115,"0    21.2
Name: Slope, dtype: object",68.691,0
RGI60-08.01882,1307.34765625,1397.2375,1053.9994,0.063,"0    29.3
Name: Slope, dtype: object",68.635,0
RGI60-08.01883,1152.0845947265625,1243.577,930.2988,0.269,"0    11.5
Name: Slope, dtype: object",68.575,0
RGI60-08.01884,1260.345458984375,1416.6761,1073.3044,0.159,"0    19.8
Name: Slope, dtype: object",68.631,0
RGI60-08.01885,1252.9959716796875,1355.0421,1002.64154,0.065,"0    16.3
Name: Slope, dtype: object",68.597,0
RGI60-08.01886,1145.000732421875,1203.9337,1049.3182,0.058,"0    9.5
Name: Slope, dtype: object",68.585,0
RGI60-08.01887,1339.675537109375,1413.2169,1121.7057,0.159,"0    13.4
Name: Slope, dtype: object",68.672,0
RGI60-08.01888,1220.1365966796875,1410.7682,909.64905,0.376,"0    31.2
Name: Slope, dtype: object",68.665,0
RGI60-08.01889,1228.050537109375,1286.111,1145.487,0.08,"0    10.1
Name: Slope, dtype: object",68.58,0
RGI60-08.01890,1212.9659423828125,1280.6354,1108.2847,0.053,"0    11.1
Name: Slope, dtype: object",68.583,0
RGI60-08.01891,1083.04541015625,1181.2153,971.616,0.067,"0    14.7
Name: Slope, dtype: object",68.579,0
RGI60-08.01892,1206.968017578125,1400.1986,1048.0985,0.079,"0    16.7
Name: Slope, dtype: object",68.657,0
RGI60-08.01893,1276.091552734375,1380.3562,976.66205,0.341,"0    12.7
Name: Slope, dtype: object",68.737,0
RGI60-08.01894,1019.183349609375,1330.2649,907.2537,0.132,"0    19.1
Name: Slope, dtype: object",68.684,0
RGI60-08.01895,1079.431884765625,1438.3234,764.5929,0.147,"0    32.6
Name: Slope, dtype: object",68.683,0
RGI60-08.01896,1210.6087646484375,1401.7008,901.3444,0.179,"0    14.7
Name: Slope, dtype: object",68.659,0
RGI60-08.01897,1116.991943359375,1244.5487,1074.7953,0.091,"0    17.8
Name: Slope, dtype: object",68.575,0
RGI60-08.01898,1328.95703125,1450.9902,1157.1305,0.037,"0    32.9
Name: Slope, dtype: object",68.691,0
RGI60-08.01899,1412.3428955078125,1488.6279,1236.5355,0.17,"0    13.4
Name: Slope, dtype: object",68.691,0
RGI60-08.01900,1297.5885009765625,1419.654,1025.2001,0.474,"0    17.3
Name: Slope, dtype: object",68.618,0
RGI60-08.01901,1317.6209716796875,1446.1002,879.79315,0.238,"0    15.6
Name: Slope, dtype: object",68.719,0
RGI60-08.01902,1109.0137939453125,1365.4106,796.79736,0.131,"0    26.8
Name: Slope, dtype: object",68.635,0
RGI60-08.01903,1049.3468017578125,1480.9515,776.2823,0.209,"0    35.3
Name: Slope, dtype: object",68.696,0
RGI60-08.01904,1014.1273803710938,1396.9326,741.44867,1.605,"0    11.5
Name: Slope, dtype: object",68.668,0
RGI60-08.01905,1190.865478515625,1371.1805,1059.433,0.082,"0    22.3
Name: Slope, dtype: object",68.623,0
RGI60-08.01906,1105.6605224609375,1302.1683,883.04144,0.185,"0    20.9
Name: Slope, dtype: object",68.843,0
RGI60-08.01907,1093.425048828125,1267.7562,1010.85175,0.167,"0    16.3
Name: Slope, dtype: object",68.895,0
RGI60-08.01908,1183.5089111328125,1436.254,829.03265,0.322,"0    23.6
Name: Slope, dtype: object",68.951,0
RGI60-08.01909,1150.38037109375,1382.8212,928.2119,0.722,"0    18.6
Name: Slope, dtype: object",68.902,0
RGI60-08.01910,1203.4600830078125,1456.1116,1107.9646,0.233,"0    17.4
Name: Slope, dtype: object",68.581,0
RGI60-08.01911,1294.919677734375,1516.9495,878.95306,1.018,"0    11.4
Name: Slope, dtype: object",68.84,0
RGI60-08.01912,1234.104248046875,1517.0482,872.5294,0.311,"0    30.5
Name: Slope, dtype: object",68.84,0
RGI60-08.01913,928.759521484375,1080.1857,853.76227,0.063,"0    17.3
Name: Slope, dtype: object",68.607,0
RGI60-08.01914,1035.0167236328125,1314.0541,763.6972,0.108,"0    26.1
Name: Slope, dtype: object",68.911,0
RGI60-08.01915,1271.4989013671875,1369.428,1105.5818,0.119,"0    12.3
Name: Slope, dtype: object",68.554,0
RGI60-08.01916,1136.108154296875,1378.4772,991.46735,0.095,"0    21.5
Name: Slope, dtype: object",68.866,0
RGI60-08.01917,1202.9945068359375,1359.4387,1102.5593,0.126,"0    25
Name: Slope, dtype: object",68.627,0
RGI60-08.01918,1323.85302734375,1481.3091,1018.3724,0.334,"0    17.9
Name: Slope, dtype: object",68.811,0
RGI60-08.01919,1154.1085205078125,1371.3263,1032.101,0.15,"0    18.4
Name: Slope, dtype: object",68.62,0
RGI60-08.01920,1190.93603515625,1346.7389,683.5964,0.198,"0    18.7
Name: Slope, dtype: object",68.754,0
RGI60-08.01921,1021.211669921875,1287.4846,882.7921,0.307,"0    19.7
Name: Slope, dtype: object",68.82,0
RGI60-08.01922,1332.0941162109375,1466.4678,1140.7592,0.096,"0    15.5
Name: Slope, dtype: object",68.617,0
RGI60-08.01923,1152.2615966796875,1449.333,952.1993,0.173,"0    29.9
Name: Slope, dtype: object",68.884,0
RGI60-08.01924,1287.7662353515625,1416.7938,903.90125,0.125,"0    24
Name: Slope, dtype: object",68.61,0
RGI60-08.01925,1261.6573486328125,1450.722,1129.269,0.195,"0    15.6
Name: Slope, dtype: object",68.59,0
RGI60-08.01926,1125.266845703125,1228.8693,958.3428,0.127,"0    23.1
Name: Slope, dtype: object",68.761,0
RGI60-08.01927,1055.9205322265625,1386.7981,818.0309,0.139,"0    29.6
Name: Slope, dtype: object",68.949,0
RGI60-08.01928,1359.45654296875,1544.1664,1120.0889,0.325,"0    23.3
Name: Slope, dtype: object",68.574,0
RGI60-08.01929,1273.473388671875,1528.9869,1139.7589,0.204,"0    24.8
Name: Slope, dtype: object",68.612,0
RGI60-08.01930,1084.61376953125,1324.5896,698.52136,0.146,"0    32.7
Name: Slope, dtype: object",68.9,0
RGI60-08.01931,1122.85205078125,1245.7798,964.431,0.068,"0    26.2
Name: Slope, dtype: object",68.634,0
RGI60-08.01932,1073.3543701171875,1367.3607,855.5326,0.142,"0    24.7
Name: Slope, dtype: object",68.953,0
RGI60-08.01933,1306.555419921875,1503.3313,1173.5365,0.096,"0    23
Name: Slope, dtype: object",68.575,0
RGI60-08.01934,1270.7476806640625,1479.595,961.6453,0.158,"0    23.7
Name: Slope, dtype: object",68.944,0
RGI60-08.01935,1182.2086181640625,1425.7477,874.5732,0.226,"0    25.8
Name: Slope, dtype: object",68.896,0
RGI60-08.01936,1207.3623046875,1398.9207,1051.4192,0.056,"0    30.1
Name: Slope, dtype: object",68.689,0
RGI60-08.01937,1226.834228515625,1384.5531,1032.1714,0.162,"0    19.9
Name: Slope, dtype: object",68.934,0
RGI60-08.01938,909.5088500976562,1151.3362,791.48047,0.132,"0    13.1
Name: Slope, dtype: object",68.895,0
RGI60-08.01939,1220.177001953125,1315.3412,1062.4503,0.095,"0    15
Name: Slope, dtype: object",68.85,0
RGI60-08.01940,1177.033935546875,1324.2145,1041.5496,0.166,"0    22.3
Name: Slope, dtype: object",68.547,0
RGI60-08.01941,1197.7603759765625,1414.4404,1103.8726,0.07,"0    19.5
Name: Slope, dtype: object",68.593,0
RGI60-08.01942,1155.110595703125,1363.5184,957.5117,0.08,"0    34.4
Name: Slope, dtype: object",68.803,0
RGI60-08.01943,1086.27197265625,1309.5442,907.80304,0.065,"0    25.7
Name: Slope, dtype: object",68.692,0
RGI60-08.01944,1203.5450439453125,1283.7184,933.4172,0.057,"0    27.8
Name: Slope, dtype: object",68.764,0
RGI60-08.01945,1142.029052734375,1324.6805,887.1345,0.079,"0    24.7
Name: Slope, dtype: object",68.904,0
RGI60-08.01946,1192.9541015625,1297.6525,1048.4447,0.185,"0    20.1
Name: Slope, dtype: object",68.547,0
RGI60-08.01947,1089.4542236328125,1440.1538,865.0945,0.065,"0    36.4
Name: Slope, dtype: object",68.954,0
RGI60-08.01948,1158.215576171875,1350.7708,934.9982,0.629,"0    20.4
Name: Slope, dtype: object",68.617,0
RGI60-08.01949,1288.6376953125,1446.0992,844.0476,0.556,"0    8.4
Name: Slope, dtype: object",68.594,0
RGI60-08.01950,1111.6976318359375,1325.0344,665.5569,0.341,"0    26.3
Name: Slope, dtype: object",68.729,0
RGI60-08.01951,1522.7115478515625,1638.079,1388.7838,0.126,"0    22.7
Name: Slope, dtype: object",62.486,0
RGI60-08.01952,1477.413818359375,1694.6714,1248.8018,0.291,"0    26
Name: Slope, dtype: object",62.494,0
RGI60-08.01953,1670.5159912109375,1892.8157,1472.2074,0.222,"0    25.1
Name: Slope, dtype: object",62.378,0
RGI60-08.01954,1389.579345703125,1517.3557,1208.8143,0.135,"0    24.8
Name: Slope, dtype: object",62.506,0
RGI60-08.01955,1306.732177734375,1520.2296,1011.96094,0.958,"0    14.7
Name: Slope, dtype: object",62.537,0
RGI60-08.01956,1437.26806640625,1629.259,1245.4991,0.028,"0    28.5
Name: Slope, dtype: object",62.535,0
RGI60-08.01957,1238.36328125,1405.2734,1101.5459,0.469,"0    7.1
Name: Slope, dtype: object",62.537,0
RGI60-08.01958,1328.731689453125,1458.5828,1193.3337,0.042,"0    26
Name: Slope, dtype: object",62.491,0
RGI60-08.01959,1440.5123291015625,1537.932,1294.7277,0.014,"0    22.7
Name: Slope, dtype: object",62.508,0
RGI60-08.01960,1358.6982421875,1561.3684,1146.1246,0.703,"0    12.1
Name: Slope, dtype: object",62.504,0
RGI60-08.01961,1319.3309326171875,1693.044,982.06616,0.531,"0    26.3
Name: Slope, dtype: object",62.542,0
RGI60-08.01962,1432.5029296875,1649.804,1182.9889,0.13,"0    27.1
Name: Slope, dtype: object",62.545,0
RGI60-08.01963,1334.907958984375,1672.6208,1080.2584,0.249,"0    28.3
Name: Slope, dtype: object",62.51,0
RGI60-08.01964,1266.8465576171875,1384.5198,1180.5946,0.069,"0    15.6
Name: Slope, dtype: object",62.495,0
RGI60-08.01965,1545.9757080078125,1698.7095,1392.9601,0.154,"0    26.8
Name: Slope, dtype: object",62.431,0
RGI60-08.01966,1325.642333984375,1409.3618,1206.8057,0.073,"0    23.3
Name: Slope, dtype: object",62.541,0
RGI60-08.01967,1410.5203857421875,1563.8822,1199.5735,0.048,"0    33.5
Name: Slope, dtype: object",62.525,0
RGI60-08.01968,1370.7108154296875,1500.2423,1194.7142,0.026,"0    32.6
Name: Slope, dtype: object",62.512,0
RGI60-08.01969,1678.8302001953125,1935.5885,1472.1469,0.321,"0    24.9
Name: Slope, dtype: object",62.383,0
RGI60-08.01970,1575.4818115234375,1768.1815,1252.0846,0.132,"0    30.3
Name: Slope, dtype: object",62.46,0
RGI60-08.01971,1421.965087890625,1490.7234,1273.6389,0.093,"0    14.9
Name: Slope, dtype: object",62.49,0
RGI60-08.01972,1462.27685546875,1598.8884,1189.4762,0.124,"0    16.4
Name: Slope, dtype: object",62.551,0
RGI60-08.01973,1431.45068359375,1588.123,1282.9503,0.031,"0    29.9
Name: Slope, dtype: object",62.429,0
RGI60-08.01974,1509.64892578125,1751.1064,1170.368,0.293,"0    26.5
Name: Slope, dtype: object",62.503,0
RGI60-08.01975,1778.14404296875,1920.558,1648.4761,0.047,"0    31
Name: Slope, dtype: object",62.399,0
RGI60-08.01976,1603.94482421875,1791.0403,1246.3871,0.146,"0    27.4
Name: Slope, dtype: object",62.475,0
RGI60-08.01977,1546.9197998046875,1773.8055,1322.0546,0.078,"0    38.7
Name: Slope, dtype: object",62.416,0
RGI60-08.01978,1594.94873046875,1783.0264,1361.7155,0.094,"0    24.2
Name: Slope, dtype: object",62.405,0
RGI60-08.01979,1342.97119140625,1652.4288,1114.7162,0.091,"0    32.2
Name: Slope, dtype: object",62.494,0
RGI60-08.01980,1737.388916015625,1822.4055,1553.4398,0.111,"0    14.5
Name: Slope, dtype: object",62.402,0
RGI60-08.01981,1240.7623291015625,1313.415,1156.3741,0.036,"0    18.6
Name: Slope, dtype: object",62.536,0
RGI60-08.01982,1383.9483642578125,1553.6094,1123.6615,0.143,"0    9.800000000000001
Name: Slope, dtype: object",62.538,0
RGI60-08.01983,1274.8665771484375,1400.2455,1206.1492,0.072,"0    15.5
Name: Slope, dtype: object",62.541,0
RGI60-08.01984,1532.462890625,1643.6948,1431.6411,0.154,"0    21.1
Name: Slope, dtype: object",62.44,0
RGI60-08.01985,1367.081787109375,1478.8373,1206.8043,0.072,"0    15
Name: Slope, dtype: object",62.51,0
RGI60-08.01986,1460.78955078125,1546.0653,1283.0016,0.117,"0    19.3
Name: Slope, dtype: object",62.454,0
RGI60-08.01987,1395.4752197265625,1694.4525,813.63995,0.431,"0    31.2
Name: Slope, dtype: object",62.499,0
RGI60-08.01988,1248.27685546875,1337.8613,1118.4626,0.031,"0    15.9
Name: Slope, dtype: object",61.374,0
RGI60-08.01989,1197.0643310546875,1406.8661,953.2903,0.14,"0    30.4
Name: Slope, dtype: object",61.391,0
RGI60-08.01990,1290.638916015625,1450.4591,1008.4425,0.322,"0    16
Name: Slope, dtype: object",61.402,0
RGI60-08.01991,1237.9129638671875,1475.2313,1007.12244,0.278,"0    26.9
Name: Slope, dtype: object",61.4,0
RGI60-08.01992,1256.5159912109375,1333.7083,1208.229,0.048,"0    12.8
Name: Slope, dtype: object",61.401,0
RGI60-08.01993,1280.40771484375,1487.9777,999.0413,0.202,"0    24.5
Name: Slope, dtype: object",61.39,0
RGI60-08.01994,1294.9259033203125,1475.182,1143.416,0.17,"0    22.1
Name: Slope, dtype: object",61.397,0
RGI60-08.01995,1361.6875,1435.131,1229.7585,0.038,"0    23.2
Name: Slope, dtype: object",61.373,0
RGI60-08.01996,1199.2196044921875,1272.8204,1061.67,0.073,"0    11.6
Name: Slope, dtype: object",61.394,0
RGI60-08.01997,1581.6998291015625,1609.8276,1528.5925,0.118,"0    7
Name: Slope, dtype: object",61.413,0
RGI60-08.01998,1427.8707275390625,1509.561,1271.3185,0.096,"0    14.6
Name: Slope, dtype: object",61.463,0
RGI60-08.01999,1410.2911376953125,1628.4167,1007.19727,2.517,"0    14
Name: Slope, dtype: object",61.482,0
RGI60-08.02000,1434.8505859375,1556.3568,1126.517,0.49,"0    13.8
Name: Slope, dtype: object",61.455,0
RGI60-08.02001,1271.728515625,1528.5814,966.25494,0.645,"0    23.9
Name: Slope, dtype: object",61.352,0
RGI60-08.02002,1436.9990234375,1556.0398,1100.6339,0.331,"0    12.1
Name: Slope, dtype: object",61.449,0
RGI60-08.02003,1431.4024658203125,1555.5153,925.0419,0.589,"0    9.5
Name: Slope, dtype: object",61.463,0
RGI60-08.02004,1090.4393310546875,1459.9932,845.7442,0.148,"0    23.6
Name: Slope, dtype: object",61.435,0
RGI60-08.02005,1579.9888916015625,1609.8383,1515.9442,0.091,"0    7.7
Name: Slope, dtype: object",61.412,0
RGI60-08.02006,1316.529296875,1509.5718,1031.046,0.687,"0    14.6
Name: Slope, dtype: object",61.47,0
RGI60-08.02007,1244.1192626953125,1420.6503,1025.73,1.253,"0    5.8
Name: Slope, dtype: object",61.43,0
RGI60-08.02008,1430.373291015625,1517.9243,1300.3411,0.217,"0    8.800000000000001
Name: Slope, dtype: object",61.406,0
RGI60-08.02009,1367.9344482421875,1556.4851,955.22095,1.362,"0    17.5
Name: Slope, dtype: object",61.453,0
RGI60-08.02010,1318.759033203125,1518.06,1022.832,0.722,"0    17.2
Name: Slope, dtype: object",61.471,0
RGI60-08.02011,1311.3035888671875,1434.4025,1087.9242,0.593,"0    9.800000000000001
Name: Slope, dtype: object",61.471,0
RGI60-08.02012,1300.708740234375,1522.5402,1033.4329,1.677,"0    10
Name: Slope, dtype: object",61.427,0
RGI60-08.02013,1347.4874267578125,1440.3265,1219.6921,0.067,"0    11.8
Name: Slope, dtype: object",61.357,0
RGI60-08.02014,1352.0240478515625,1528.0002,1009.2237,1.267,"0    11.7
Name: Slope, dtype: object",61.423,0
